Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,5,0,0.07,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,2,0,0.02,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,9,0,0.03,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,4,0,0.42,0,0,8.74,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,2,0,0.02,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,11,0,0.01,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,9,0,0.05,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,6,0,0.16,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,11,0,0.22,0,0,16.69,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001349,Lucile Salter Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,9,0,0.07,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",4017,11,16.25,0.68,0.36,1.18,Same,Yes,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",198,0,0.53,0,0,6.99,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",23,0,0.31,0,0,12.06,Same,Yes,2.18,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",94,0,0.17,,,,,,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1336,0,1.17,0,0,2.56,Same,Yes,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",169,3,3.43,0.87,0.22,2.38,Same,No,0.52,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",119,0,0.5,0,0,7.35,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",6,0,0.02,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",80,0,0.24,0,0,15.44,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",235,0,0.87,0,0,4.23,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",80,0,0.38,0,0,9.68,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",260,0,1.31,0,0,2.29,Same,Yes,0.66,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",237,2,1.39,1.44,0.24,4.75,Same,No,0.37,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",18,0,0.08,,,,,,4.76,
2022,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",82,0,0.27,0,0,13.61,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",195,2,0.71,2.84,0.34,10.25,Same,No,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",69,0,0.19,,,,,,1.26,
2022,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",189,0,0.95,0,0,3.88,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",60,0,0.05,,,,,,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",227,2,0.37,5.36,0.65,19.37,Same,No,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",12,1,0.09,,,,,,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",98,1,1.9,0.53,0.03,2.59,Same,Yes,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",122,0,1.04,0,0,2.88,Same,Yes,0.95,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",4,0,0.02,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",102,0,0.24,0,0,15.63,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",4118,27,21.9,1.23,0.83,1.77,Same,No,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",211,0,0.66,0,0,5.56,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",4,0,0.1,,,,,,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",393,3,1.01,2.96,0.75,8.06,Same,No,0.95,
2022,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",1306,4,3.48,1.15,0.37,2.77,Same,No,0.32,
2022,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",154,0,4.52,0,0,0.66,Better,Yes,1.52,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",467,1,2.51,0.4,0.02,1.96,Same,Yes,,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",16,0,0.07,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",230,3,1.32,2.27,0.58,6.18,Same,No,3.78,
2022,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",304,0,1.56,0,0,1.92,Same,Yes,0.76,
2022,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",53,3,1.02,2.95,0.75,8.04,Same,No,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",129,4,0.62,6.42,1.75,16.44,Worse,No,1.11,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",115,1,1.41,0.71,0.04,3.5,Same,No,0.73,
2022,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",89,1,0.29,3.4,0.09,18.95,Same,No,3.16,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",50,3,0.13,,,,,,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",64,0,0.33,0,0,11.28,Same,Yes,4.26,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",100,1,0.08,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",105,0,0.23,0,0,16.11,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",9,0,0.07,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",88,3,1.68,1.79,0.45,4.86,Same,No,1.83,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",7,0,0.04,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",222,0,0.77,0,0,4.77,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,12,0,0.08,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,11329,94,137.52,0.68,0.56,0.83,Better,Yes,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,189,0,1.24,0,0,2.41,Same,Yes,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,481,14,21.92,0.64,0.36,1.05,Same,Yes,1.29,
2022,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,677,6,2.49,2.41,0.98,5.01,Same,No,2.79,
2022,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,5,0,0.02,,,,,,,
2022,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,575,9,21.47,0.42,0.2,0.77,Better,Yes,1.56,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,260,3,2.58,1.17,0.3,3.17,Same,No,,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,33,0,0.31,0,0,11.86,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,1094,1,6.47,0.16,0.01,0.76,Better,Yes,0.76,
2022,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,464,4,4.58,0.87,0.28,2.11,Same,No,0.63,
2022,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,365,3,5.37,0.56,0.14,1.52,Same,Yes,1.58,
2022,California,Santa Clara,Surgical Site Infections (SSI),Heart transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,83,0,1.08,0,0,2.78,Same,Yes,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,577,2,6.01,0.33,0.06,1.1,Same,Yes,0.82,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,303,0,4.26,0,0,0.7,Better,Yes,0.97,
2022,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,26,1,0.19,,,,,,1.85,
2022,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,336,1,1.11,0.9,0.05,4.45,Same,No,3.25,
2022,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,163,1,0.99,1.01,0.03,5.62,Same,No,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,594,6,3.43,1.75,0.71,3.64,Same,No,0,
2022,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,950,1,3.94,0.25,0.01,1.25,Same,Yes,0.66,
2022,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,123,3,6.48,0.46,0.12,1.26,Same,Yes,0.42,
2022,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,508,3,4.26,0.71,0.18,1.92,Same,No,0.64,
2022,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,274,0,0.22,0,0,17.08,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,486,0,1,0,0,3.71,Same,Yes,,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,216,7,5.35,1.31,0.57,2.59,Same,No,1.78,
2022,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,717,17,15.26,1.11,0.67,1.75,Same,No,1.73,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,956,7,11.55,0.61,0.27,1.2,Same,Yes,0.75,
2022,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,101,0,0.43,0,0,8.6,Same,Yes,0,¥ See Data Dictionary
2022,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,761,5,5.44,0.92,0.34,2.04,Same,No,0.75,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",5002,27,32.2,0.84,0.56,1.2,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",149,0,0.42,0,0,8.72,Same,Yes,3.11,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",75,2,2.19,0.92,0.15,3.02,Same,No,1.05,
2022,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",194,5,4.7,1.06,0.39,2.36,Same,No,1.02,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",170,0,0.98,0,0,3.76,Same,Yes,1.1,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",183,0,0.68,0,0,5.42,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",127,0,1.24,0,0,2.41,Same,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",839,0,3.35,0,0,0.9,Better,Yes,0.34,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.1,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",110,0,0.36,0,0,10.16,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",52,0,0.24,0,0,15.31,Same,Yes,2.32,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",1158,6,3.34,1.8,0.73,3.74,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",624,1,1.74,0.58,0.03,2.84,Same,Yes,1.55,
2022,California,San Diego,Surgical Site Infections (SSI),Liver transplant,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",24,0,1.2,0,0,2.51,Same,Yes,1.15,
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",61,1,0.49,2.03,0.05,11.3,Same,No,1.39,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",46,0,1.01,0,0,2.97,Same,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",231,1,4.79,0.21,0.01,1.03,Same,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",828,11,5.14,2.14,1.13,3.72,Worse,No,0.73,
2022,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",88,0,0.19,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,78,0,0.57,0,0,6.43,Same,Yes,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,4,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,7,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,8,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,5,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Heart transplant,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0.14,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,2,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,8,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,13,0,0.1,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,2,0,0.05,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,14,0,0.11,,,,,,2.99,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,11,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,5443,56,48.05,1.17,0.89,1.5,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,353,2,1.94,1.03,0.17,3.41,Same,No,0.45,
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,70,7,3.19,2.19,0.96,4.34,Same,No,0.7,
2022,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,256,1,1.1,0.91,0.05,4.48,Same,No,3.86,
2022,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,420,10,9.56,1.05,0.53,1.87,Same,No,1.32,
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,110,1,1,1,0.03,5.58,Same,No,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,22,0,0.2,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,385,4,2.35,1.7,0.54,4.1,Same,No,1.37,
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,488,2,1.89,1.06,0.18,3.49,Same,No,0.9,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,434,4,2.34,1.71,0.54,4.12,Same,No,1.48,
2022,California,San Diego,Surgical Site Infections (SSI),Heart transplant,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,13,0,0.08,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,308,3,2.41,1.25,0.32,3.39,Same,No,0.7,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,34,0,0.19,,,,,,0.89,
